lg2_ord21_scaf1426	lg2_ord21_scaf1426	0.88	0.01	443297	A
lg2_ord22_scaf682	lg2_ord22_scaf682	0.89	0.01	1132043	A
lg2_ord23_scaf1815	lg2_ord23_scaf1815	0.81	0.03	1094852	A
lg2_ord24_scaf295	lg2_ord24_scaf295	0.84	0.02	217857	A
lg2_ord25_scaf2439	lg2_ord25_scaf2439	0.66	0.05	102882	A
lg2_ord26_scaf3627	lg2_ord26_scaf3627	0.95	0.02	21607	A
lg2_ord27_scaf4016	lg2_ord27_scaf4016	0.87	0.01	1052109	A
lg2_ord28_scaf846	lg2_ord28_scaf846	0.88	0.02	521153	A
lg2_ord29_scaf511	lg2_ord29_scaf511	0.83	0.05	175654	A
lg2_ord30_scaf2936	lg2_ord30_scaf2936	0.46	0.04	173033	A
lg2_ord31_scaf3003	lg2_ord31_scaf3003	0.85	0.02	151795	A
lg2_ord32_scaf2280	lg2_ord32_scaf2280	1.00	0.00	1306	A
lg2_ord33_scaf1745	lgX_ordNA_scaf1745	0.31	0.69	5324526	X
lg2_ord34_scaf2421	lg2_ord34_scaf2421	0.86	0.05	352835	A
lg2_ord35_scaf189	lg2_ord35_scaf189	0.89	0.01	1093525	A
lg2_ord36_scaf2870	lg2_ord36_scaf2870	0.90	0.01	1997572	A
lg2_ord37_scaf1748	lg2_ord37_scaf1748	0.89	0.01	19622464	A
lg2_ord38_scaf3234	lg2_ord38_scaf3234	0.82	0.02	2911247	A
lg2_ord39_scaf2253	lg2_ord39_scaf2253	0.83	0.01	505024	A
lg2_ord40_scaf2196	lg2_ord40_scaf2196	0.88	0.01	3696986	A
lg2_ord41_scaf1827	lg2_ord41_scaf1827	0.85	0.01	3478976	A
lg3_ord1_scaf2153	lg3_ord1_scaf2153	0.87	0.01	1460997	A
lg3_ord2_scaf3199	lg3_ord2_scaf3199	0.86	0.01	1898681	A
lg3_ord3_scaf635	lg3_ord3_scaf635	0.86	0.02	1308822	A
lg3_ord4_scaf715	lg3_ord4_scaf715	0.82	0.01	5813385	A
lg3_ord5_scaf1908	lg3_ord5_scaf1908	0.93	0.01	48789888	A
lg3_ord6_scaf702.2	lg3_ord6_scaf702.2	0.94	0.01	13125180	A
lg3_ord7_scaf2048	lg3_ord7_scaf2048	0.95	0.01	10810922	A
lg3_ord8_scaf1273	lg3_ord8_scaf1273	0.95	0.01	27202998	A
lg3_ord9_scaf3719	lg3_ord9_scaf3719	0.95	0.01	18378873	A
lg4_ord1_scaf996	lgX_ordNA_scaf996	0.28	0.68	8907433	X
lg4_ord2_scaf1856	lg4_ord2_scaf1856	0.91	0.04	706120	A
lg4_ord3_scaf284	lg4_ord3_scaf284	0.95	0.01	7453763	A
lg4_ord4_scaf2074	lg4_ord4_scaf2074	0.92	0.02	3135997	A
lg4_ord5_scaf641	lg4_ord5_scaf641	0.93	0.01	20586350	A
lg4_ord6_scaf1499	lg4_ord6_scaf1499	0.76	0.18	3194108	A
lg4_ord7_scaf36	lg4_ord7_scaf36	0.94	0.02	877788	A
lg4_ord8_scaf1314	lg4_ord8_scaf1314	0.95	0.01	81278847	A
lg4_ord9_scaf844	lgNA_ordNA_scaf844	0.35	0.55	2333091	NA
lg4_ord10_scaf375	lg4_ord10_scaf375	0.89	0.01	638934	A
lg4_ord11_scaf3730	lg4_ord11_scaf3730	0.86	0.01	5891241	A
lg5_ord1_scaf4037	lg5_ord1_scaf4037	0.94	0.01	988706	A
lg5_ord2_scaf2252	lg5_ord2_scaf2252	0.89	0.01	2151385	A
lg5_ord3_scaf1907	lg5_ord3_scaf1907	0.85	0.01	3629034	A
lg5_ord4_scaf217	lg5_ord4_scaf217	0.91	0.01	20835096	A
lg5_ord5_scaf1082	lg5_ord5_scaf1082	0.94	0.01	16309617	A
lg5_ord6_scaf1435	lg5_ord6_scaf1435	0.68	0.01	220811	A
lg5_ord7_scaf2726	lg5_ord7_scaf2726	0.93	0.01	2304627	A
lg5_ord8_scaf766	lg5_ord8_scaf766	0.89	0.00	217705	A
lg5_ord9_scaf2259	lg5_ord9_scaf2259	0.81	0.03	529044	A
lg5_ord10_scaf3082	lg5_ord10_scaf3082	0.87	0.02	454352	A
lg5_ord11_scaf506	lg5_ord11_scaf506	0.85	0.02	310845	A
lg5_ord12_scaf3596	lg5_ord12_scaf3596	0.83	0.01	253702	A
lg5_ord13_scaf12	lg5_ord13_scaf12	0.86	0.02	791103	A
lg5_ord14_scaf401	lg5_ord14_scaf401	0.92	0.01	5288952	A
lg5_ord15_scaf3662	lg5_ord15_scaf3662	0.87	0.03	442161	A
lg6_ord1_scaf910	lg6_ord1_scaf910	0.83	0.01	1057246	A
lg6_ord2_scaf1622	lg6_ord2_scaf1622	0.89	0.03	472804	A
lg6_ord3_scaf1682	lg6_ord3_scaf1682	0.82	0.01	1250293	A
lg6_ord4_scaf3259	lg6_ord4_scaf3259	0.86	0.01	352156	A
lg6_ord5_scaf3983	lg6_ord5_scaf3983	0.84	0.03	230943	A
lg6_ord6_scaf3051	lg6_ord6_scaf3051	0.93	0.01	8566853	A
lg6_ord7_scaf615	lg6_ord7_scaf615	0.85	0.01	1066557	A
lg6_ord8_scaf2077	lg6_ord8_scaf2077	0.87	0.01	4715085	A
lg6_ord9_scaf1552	lg6_ord9_scaf1552	0.81	0.01	408927	A
lg6_ord10_scaf87	lg6_ord10_scaf87	0.81	0.01	412083	A
lg6_ord11_scaf2778	lg6_ord11_scaf2778	0.94	0.01	29913394	A
lg6_ord12_scaf429	lg6_ord12_scaf429	0.91	0.01	3065893	A
lg6_ord13_scaf2852	lg6_ord13_scaf2852	0.90	0.01	423300	A
lg6_ord14_scaf2816	lg6_ord14_scaf2816	0.59	0.00	1119	A
lg6_ord15_scaf758	lg6_ord15_scaf758	0.91	0.01	4154758	A
lg6_ord16_scaf1775	lg6_ord16_scaf1775	0.90	0.02	1655368	A
lg6_ord17_scaf2448	lg6_ord17_scaf2448	0.88	0.02	440526	A
lg6_ord18_scaf4008	lgNA_ordNA_scaf4008	0.46	0.45	1374875	NA
lg6_ord19_scaf24	lg6_ord19_scaf24	0.95	0.01	378717	A
lg6_ord20_scaf3508	lg6_ord20_scaf3508	0.93	0.03	200540	A
lg6_ord21_scaf31	lg6_ord21_scaf31	0.93	0.01	2754385	A
lg6_ord22_scaf1840	lg6_ord22_scaf1840	0.91	0.00	3347	A
lg6_ord23_scaf690	lg6_ord23_scaf690	0.91	0.01	97046	A
lg6_ord24_scaf3479	lg6_ord24_scaf3479	0.92	0.01	576577	A
lg7_ord1_scaf1699	lg7_ord1_scaf1699	0.93	0.01	742716	A
lg7_ord2_scaf2256	lg7_ord2_scaf2256	0.91	0.02	1686188	A
lg7_ord3_scaf3254	lg7_ord3_scaf3254	0.91	0.02	330837	A
lg7_ord4_scaf3943	lg7_ord4_scaf3943	0.90	0.02	990449	A
lg7_ord5_scaf2741	lg7_ord5_scaf2741	0.89	0.02	544738	A
lg7_ord6_scaf1987	lg7_ord6_scaf1987	0.92	0.01	647958	A
lg7_ord7_scaf2197	lg7_ord7_scaf2197	0.88	0.01	934955	A
lg7_ord8_scaf3308	lg7_ord8_scaf3308	0.76	0.03	1518973	A
lg7_ord9_scaf1378	lg7_ord9_scaf1378	0.90	0.00	1007375	A
lg7_ord10_scaf1580	lg7_ord10_scaf1580	0.93	0.01	1298940	A
lg7_ord11_scaf853	lg7_ord11_scaf853	0.90	0.02	3038459	A
lg7_ord12_scaf3745	lg7_ord12_scaf3745	0.87	0.01	33143983	A
lg7_ord13_scaf3509	lg7_ord13_scaf3509	0.84	0.01	1325712	A
lg7_ord14_scaf2404	lg7_ord14_scaf2404	0.84	0.01	2258345	A
lg7_ord15_scaf763	lg7_ord15_scaf763	0.88	0.01	1890483	A
lg7_ord16_scaf1800	lg7_ord16_scaf1800	0.83	0.01	923606	A
lg8_ord1_scaf111	lgNA_ordNA_scaf111	0.76	0.67	2165	NA
lg8_ord2_scaf1453	lg8_ord2_scaf1453	0.92	0.01	1538282	A
lg8_ord3_scaf2625	lg8_ord3_scaf2625	0.88	0.00	386699	A
lg8_ord4_scaf3933	lg8_ord4_scaf3933	0.93	0.01	198881	A
lg8_ord5_scaf2938	lg8_ord5_scaf2938	0.90	0.02	1543442	A
lg8_ord6_scaf1283	lg8_ord6_scaf1283	0.91	0.01	835100	A
lg8_ord7_scaf2568	lg8_ord7_scaf2568	0.89	0.02	2624691	A
lg8_ord8_scaf1989	lg8_ord8_scaf1989	0.66	0.08	459915	A
lg8_ord9_scaf2683	lg8_ord9_scaf2683	0.90	0.01	1427928	A
lg8_ord10_scaf843	lg8_ord10_scaf843	0.93	0.01	1521796	A
lg8_ord11_scaf2560	lg8_ord11_scaf2560	0.90	0.01	1977647	A
lg8_ord12_scaf693	lg8_ord12_scaf693	0.89	0.02	1089853	A
lg8_ord13_scaf2963	lg8_ord13_scaf2963	0.94	0.01	17133644	A
lg8_ord14_scaf702.1	lg8_ord14_scaf702.1	0.94	0.01	14171514	A
lg8_ord15_scaf128	lg8_ord15_scaf128	0.91	0.01	15771810	A
lg8_ord16_scaf1845	lg8_ord16_scaf1845	0.87	0.01	4176093	A
lg8_ord17_scaf1465	lg8_ord17_scaf1465	0.87	0.01	3463568	A
lg8_ord18_scaf3603	lg8_ord18_scaf3603	0.85	0.01	3744105	A
lg9_ord1_scaf143	lg9_ord1_scaf143	0.87	0.01	772039	A
lg9_ord2_scaf157	lgX_ordNA_scaf157	0.32	0.65	5025872	X
lg9_ord3_scaf1030	lg9_ord3_scaf1030	0.88	0.03	842415	A
lg9_ord4_scaf1107	lg9_ord4_scaf1107	0.26	0.00	2034	A
lg9_ord5_scaf1954	lg9_ord5_scaf1954	0.82	0.01	125293	A
lg9_ord6_scaf1961	lg9_ord6_scaf1961	0.90	0.01	155231	A
lg9_ord7_scaf2056	lg9_ord7_scaf2056	0.81	0.00	94763	A
lg9_ord8_scaf2080	lg9_ord8_scaf2080	0.75	0.02	441021	A
lg9_ord9_scaf2460	lg9_ord9_scaf2460	0.89	0.02	255327	A
lg9_ord10_scaf3293	lg9_ord10_scaf3293	0.88	0.02	143761	A
lg9_ord11_scaf3694	lg9_ord11_scaf3694	0.87	0.03	673604	A
lg9_ord12_scaf3866	lg9_ord12_scaf3866	0.65	0.00	3439	A
lg9_ord13_scaf904	lg9_ord13_scaf904	0.91	0.01	1861681	A
lg9_ord14_scaf527	lg9_ord14_scaf527	0.88	0.01	2139242	A
lg9_ord15_scaf1603	lg9_ord15_scaf1603	0.92	0.01	1133246	A
lg9_ord16_scaf4030	lg9_ord16_scaf4030	0.91	0.01	3150662	A
lg9_ord17_scaf3400	lg9_ord17_scaf3400	0.91	0.01	2230972	A
lg9_ord18_scaf2282	lg9_ord18_scaf2282	0.91	0.01	2018928	A
lg9_ord19_scaf2603	lg9_ord19_scaf2603	0.87	0.01	4757251	A
lg9_ord20_scaf1713	lg9_ord20_scaf1713	0.93	0.01	4939492	A
lg9_ord21_scaf687	lg9_ord21_scaf687	0.91	0.01	638692	A
lg9_ord22_scaf3246	lg9_ord22_scaf3246	0.92	0.01	2632847	A
lg9_ord23_scaf2117	lg9_ord23_scaf2117	0.87	0.01	239566	A
lg9_ord24_scaf2947	lg9_ord24_scaf2947	0.88	0.01	1484959	A
lg10_ord1_scaf133	lg10_ord1_scaf133	0.93	0.04	119281	A
lg10_ord2_scaf561	lg10_ord2_scaf561	0.87	0.02	58686	A
lg10_ord3_scaf1861	lg10_ord3_scaf1861	0.90	0.01	502029	A
lg10_ord4_scaf3150	lg10_ord4_scaf3150	0.91	0.01	971768	A
lg10_ord5_scaf3735	lg10_ord5_scaf3735	0.86	0.00	197589	A
lg10_ord6_scaf3853	lg10_ord6_scaf3853	0.91	0.01	330058	A
lg10_ord7_scaf3077	lg10_ord7_scaf3077	0.93	0.01	6287245	A
lg10_ord8_scaf2199	lg10_ord8_scaf2199	0.91	0.02	467950	A
lg10_ord9_scaf1300	lg10_ord9_scaf1300	0.90	0.02	98951	A
lg10_ord10_scaf794	lg10_ord10_scaf794	0.91	0.01	870164	A
lg10_ord11_scaf1702	lg10_ord11_scaf1702	0.90	0.01	692632	A
lg10_ord12_scaf222	lg10_ord12_scaf222	0.89	0.01	189215	A
lg10_ord13_scaf861	lg10_ord13_scaf861	0.81	0.03	254117	A
lg10_ord14_scaf771	lg10_ord14_scaf771	0.84	0.02	558963	A
lg10_ord15_scaf1028	lg10_ord15_scaf1028	0.90	0.03	474114	A
lg10_ord16_scaf3381	lg10_ord16_scaf3381	0.92	0.01	3581042	A
lg10_ord17_scaf2737	lg10_ord17_scaf2737	0.86	0.02	31375	A
lg10_ord18_scaf2065	lg10_ord18_scaf2065	0.93	0.01	28762737	A
lg10_ord19_scaf1865	lg10_ord19_scaf1865	0.84	0.01	2705156	A
lg10_ord20_scaf3300	lg10_ord20_scaf3300	0.82	0.01	2823370	A
lg10_ord21_scaf4044	lg10_ord21_scaf4044	0.88	0.01	3107847	A
lg11_ord1_scaf640	lg11_ord1_scaf640	0.91	0.02	557348	A
lg11_ord2_scaf889	lg11_ord2_scaf889	0.89	0.03	67185	A
lg11_ord3_scaf1060	lg11_ord3_scaf1060	0.77	0.02	412848	A
lg11_ord4_scaf1139	lg11_ord4_scaf1139	0.94	0.04	204184	A
lg11_ord5_scaf1339	lg11_ord5_scaf1339	0.92	0.02	95626	A
lg11_ord6_scaf1691	lg11_ord6_scaf1691	0.82	0.05	79262	A
lg11_ord7_scaf2864	lgX_ordNA_scaf2864	0.24	0.72	2288475	X
lg11_ord8_scaf4012	lg11_ord8_scaf4012	0.86	0.03	821986	A
lg11_ord9_scaf600	lg11_ord9_scaf600	0.95	0.01	5128855	A
lg11_ord10_scaf2779	lg11_ord10_scaf2779	0.91	0.01	5109329	A
lg11_ord11_scaf3207	lg11_ord11_scaf3207	0.88	0.04	480419	A
lg11_ord12_scaf1362	lg11_ord12_scaf1362	0.87	0.02	1535844	A
lg11_ord13_scaf2931	lg11_ord13_scaf2931	0.92	0.01	1687322	A
lg11_ord14_scaf2685	lg11_ord14_scaf2685	0.91	0.01	25952925	A
lg11_ord15_scaf883	lg11_ord15_scaf883	0.85	0.01	2962395	A
lg11_ord16_scaf467	lg11_ord16_scaf467	0.85	0.01	2195922	A
lg11_ord17_scaf3984	lg11_ord17_scaf3984	0.86	0.01	1493505	A
lg11_ord18_scaf324	lg11_ord18_scaf324	0.87	0.01	1104826	A
lg11_ord19_scaf3146	lg11_ord19_scaf3146	0.89	0.00	1019708	A
lg11_ord20_scaf3624	lg11_ord20_scaf3624	0.91	0.01	1638878	A
lg12_ord1_scaf570	lg12_ord1_scaf570	0.81	0.02	160411	A
lg12_ord2_scaf714	lg12_ord2_scaf714	0.61	0.25	657678	A
lg12_ord3_scaf1545	lg12_ord3_scaf1545	0.93	0.02	192531	A
lg12_ord4_scaf1619	lg12_ord4_scaf1619	0.86	0.01	411042	A
lg12_ord5_scaf1884	lg12_ord5_scaf1884	0.90	0.02	913880	A
lg12_ord6_scaf2899	lg12_ord6_scaf2899	0.90	0.03	996756	A
lg12_ord7_scaf2998	lg12_ord7_scaf2998	0.77	0.01	2215293	A
lg12_ord8_scaf3962	lg12_ord8_scaf3962	0.72	0.01	2139157	A
lg12_ord9_scaf2161	lg12_ord9_scaf2161	0.65	0.01	384875	A
lg12_ord10_scaf1990	lg12_ord10_scaf1990	0.85	0.01	3762287	A
lg12_ord11_scaf2834	lg12_ord11_scaf2834	0.91	0.02	1458268	A
lg12_ord12_scaf2191	lg12_ord12_scaf2191	0.93	0.01	1205307	A
lg12_ord13_scaf1344	lg12_ord13_scaf1344	0.89	0.01	1046807	A
lg12_ord14_scaf1616	lg12_ord14_scaf1616	0.85	0.02	572045	A
lg13_ord1_scaf7	lgNA_ordNA_scaf7	0.82	0.02	76180	A
lg13_ord2_scaf15	lgNA_ordNA_scaf15	0.00	0.00	1296	NA
lg13_ord3_scaf23	lgNA_ordNA_scaf23	0.88	0.03	47670	A
lg13_ord4_scaf28	lgNA_ordNA_scaf28	0.82	0.01	276790	A
lg13_ord5_scaf30	lgNA_ordNA_scaf30	0.36	0.62	1840	NA
lg13_ord6_scaf57	lgNA_ordNA_scaf57	0.84	0.01	46531	A
lg13_ord7_scaf75	lgNA_ordNA_scaf75	0.94	0.00	1850	A
lg13_ord8_scaf3	lgNA_ordNA_scaf3	0.37	0.57	435023	NA
lg13_ord9_scaf112	lgNA_ordNA_scaf112	0.91	0.01	34142647	A
lgNA_ordNA_scaf1	lgNA_ordNA_scaf1	0.00	0.00	1864	NA
lgNA_ordNA_scaf2	lgNA_ordNA_scaf2	0.96	0.00	2011	A
lgNA_ordNA_scaf4	lgX_ordNA_scaf4	0.23	1.00	1138	X
lgNA_ordNA_scaf5	lgX_ordNA_scaf5	0.46	1.00	1432	X
lgNA_ordNA_scaf6	lgNA_ordNA_scaf6	0.31	0.00	1951	A
lgNA_ordNA_scaf8	lgNA_ordNA_scaf8	1.00	0.43	1474	A
lgNA_ordNA_scaf9	lgNA_ordNA_scaf9	0.82	0.00	1388	A
lgNA_ordNA_scaf10	lgNA_ordNA_scaf10	0.16	0.00	1830	A
lgNA_ordNA_scaf11	lgNA_ordNA_scaf11	0.40	0.00	1385	A
lgNA_ordNA_scaf13	lgNA_ordNA_scaf13	1.00	0.00	1755	A
lgNA_ordNA_scaf14	lgNA_ordNA_scaf14	0.33	0.00	1483	A
lgNA_ordNA_scaf16	lgNA_ordNA_scaf16	1.00	0.00	1760	A
lgNA_ordNA_scaf17	lgNA_ordNA_scaf17	0.39	0.00	1412	A
lgNA_ordNA_scaf18	lgNA_ordNA_scaf18	0.78	0.00	1875	A
lgNA_ordNA_scaf19	lgNA_ordNA_scaf19	0.32	0.00	1585	A
lgNA_ordNA_scaf20	lgNA_ordNA_scaf20	0.00	0.00	1500	NA
lgNA_ordNA_scaf21	lgNA_ordNA_scaf21	0.92	0.03	5954	A
lgNA_ordNA_scaf22	lgNA_ordNA_scaf22	0.00	0.00	1037	NA
lgNA_ordNA_scaf25	lgNA_ordNA_scaf25	0.34	0.00	1076	A
lgNA_ordNA_scaf26	lgNA_ordNA_scaf26	0.66	0.19	1532	A
lgNA_ordNA_scaf27	lgNA_ordNA_scaf27	1.00	0.00	1000	A
lgNA_ordNA_scaf29	lgNA_ordNA_scaf29	0.19	0.08	1391	A
lgNA_ordNA_scaf32	lgNA_ordNA_scaf32	0.54	0.00	1520	A
lgNA_ordNA_scaf33	lgNA_ordNA_scaf33	0.00	0.00	1186	NA
lgNA_ordNA_scaf34	lgNA_ordNA_scaf34	0.80	0.00	1569	A
lgNA_ordNA_scaf35	lgNA_ordNA_scaf35	0.28	0.00	1262	A
lgNA_ordNA_scaf37	lgNA_ordNA_scaf37	0.70	0.70	1208	NA
lgNA_ordNA_scaf38	lgNA_ordNA_scaf38	0.46	0.00	1881	A
lgNA_ordNA_scaf39	lgX_ordNA_scaf39	0.36	0.91	2489	X
lgNA_ordNA_scaf40	lgNA_ordNA_scaf40	0.40	0.00	1614	A
lgNA_ordNA_scaf41	lgNA_ordNA_scaf41	0.51	0.00	1129	A
lgNA_ordNA_scaf42	lgNA_ordNA_scaf42	0.61	0.00	1093	A
lgNA_ordNA_scaf43	lgNA_ordNA_scaf43	0.84	0.71	1042	NA
lgNA_ordNA_scaf44	lgNA_ordNA_scaf44	0.71	0.00	1321	A
lgNA_ordNA_scaf45	lgNA_ordNA_scaf45	0.00	0.00	1028	NA
lgNA_ordNA_scaf46	lgNA_ordNA_scaf46	0.87	0.00	1061	A
lgNA_ordNA_scaf47	lgNA_ordNA_scaf47	0.78	0.00	1651	A
lgNA_ordNA_scaf48	lgNA_ordNA_scaf48	0.92	0.00	1354	A
lgNA_ordNA_scaf49	lgNA_ordNA_scaf49	0.99	0.00	1357	A
lgNA_ordNA_scaf50	lgNA_ordNA_scaf50	0.30	0.07	1250	A
lgNA_ordNA_scaf51	lgNA_ordNA_scaf51	0.66	0.00	1385	A
lgNA_ordNA_scaf52	lgNA_ordNA_scaf52	0.66	0.00	1915	A
lgNA_ordNA_scaf53	lgNA_ordNA_scaf53	0.53	0.32	2743	NA
lgNA_ordNA_scaf54	lgNA_ordNA_scaf54	0.23	0.00	1001	A
lgNA_ordNA_scaf55	lgNA_ordNA_scaf55	0.00	0.00	1230	NA
lgNA_ordNA_scaf56	lgNA_ordNA_scaf56	0.61	0.00	1391	A
lgNA_ordNA_scaf58	lgNA_ordNA_scaf58	0.98	0.00	1015	A
lgNA_ordNA_scaf59	lgNA_ordNA_scaf59	0.31	0.00	2341	A
lgNA_ordNA_scaf60	lgNA_ordNA_scaf60	0.47	0.00	1135	A
lgNA_ordNA_scaf61	lgNA_ordNA_scaf61	0.00	0.00	1607	NA
lgNA_ordNA_scaf62	lgNA_ordNA_scaf62	1.00	0.00	1873	A
lgNA_ordNA_scaf63	lgNA_ordNA_scaf63	0.53	0.00	1016	A
lgNA_ordNA_scaf64	lgNA_ordNA_scaf64	1.00	0.00	1028	A
lgNA_ordNA_scaf65	lgNA_ordNA_scaf65	1.00	0.00	1216	A
lgNA_ordNA_scaf66	lgNA_ordNA_scaf66	0.51	0.13	1161	A
lgNA_ordNA_scaf67	lgNA_ordNA_scaf67	0.28	0.28	2496	NA
lgNA_ordNA_scaf68	lgNA_ordNA_scaf68	0.73	0.17	1020	A
lgNA_ordNA_scaf69	lgX_ordNA_scaf69	0.00	1.00	2371	X
lgNA_ordNA_scaf70	lgNA_ordNA_scaf70	1.00	0.00	2441	A
lgNA_ordNA_scaf71	lgX_ordNA_scaf71	0.00	1.00	1145	X
lgNA_ordNA_scaf72	lgNA_ordNA_scaf72	1.00	0.43	1234	A
lgNA_ordNA_scaf73	lgNA_ordNA_scaf73	0.71	0.00	1069	A
lgNA_ordNA_scaf74	lgNA_ordNA_scaf74	0.91	0.09	2654	A
lgNA_ordNA_scaf76	lgNA_ordNA_scaf76	0.20	0.23	3052	NA
lgNA_ordNA_scaf77	lgNA_ordNA_scaf77	1.00	0.00	1107	A
lgNA_ordNA_scaf78	lgNA_ordNA_scaf78	0.22	0.00	1175	A
lgNA_ordNA_scaf79	lgNA_ordNA_scaf79	1.00	0.00	2160	A
lgNA_ordNA_scaf80	lgNA_ordNA_scaf80	0.59	0.00	1927	A
lgNA_ordNA_scaf81	lgNA_ordNA_scaf81	0.00	0.00	1178	NA
lgNA_ordNA_scaf82	lgNA_ordNA_scaf82	1.00	0.00	1490	A
lgNA_ordNA_scaf83	lgNA_ordNA_scaf83	0.84	0.00	1100	A
lgNA_ordNA_scaf84	lgNA_ordNA_scaf84	0.80	0.00	1037	A
lgNA_ordNA_scaf85	lgNA_ordNA_scaf85	0.29	0.00	1625	A
lgNA_ordNA_scaf86	lgNA_ordNA_scaf86	1.00	0.37	1655	A
lgNA_ordNA_scaf88	lgNA_ordNA_scaf88	1.00	0.00	1855	A
lgNA_ordNA_scaf89	lgNA_ordNA_scaf89	0.00	0.00	1033	NA
lgNA_ordNA_scaf90	lgNA_ordNA_scaf90	0.45	0.27	2846	NA
lgNA_ordNA_scaf91	lgNA_ordNA_scaf91	0.23	0.02	3477	A
lgNA_ordNA_scaf92	lgNA_ordNA_scaf92	0.50	0.00	1416	A
lgNA_ordNA_scaf94	lgNA_ordNA_scaf94	0.00	0.00	1312	NA
lgNA_ordNA_scaf95	lgNA_ordNA_scaf95	0.00	0.00	1084	NA
lgNA_ordNA_scaf96	lgNA_ordNA_scaf96	0.68	0.00	1326	A
lgNA_ordNA_scaf97	lgNA_ordNA_scaf97	1.00	0.00	4966	A
lgNA_ordNA_scaf98	lgNA_ordNA_scaf98	0.47	0.00	1205	A
lgNA_ordNA_scaf99	lgNA_ordNA_scaf99	0.50	0.00	1226	A
lgNA_ordNA_scaf100	lgNA_ordNA_scaf100	1.00	0.00	1411	A
lgNA_ordNA_scaf101	lgNA_ordNA_scaf101	0.52	0.00	5965	A
lgNA_ordNA_scaf102	lgNA_ordNA_scaf102	1.00	0.00	1232	A
lgNA_ordNA_scaf103	lgNA_ordNA_scaf103	0.88	0.78	1050	NA
lgNA_ordNA_scaf104	lgNA_ordNA_scaf104	0.85	0.06	37709	A
lgNA_ordNA_scaf105	lgNA_ordNA_scaf105	0.65	0.00	1046	A
lgNA_ordNA_scaf106	lgNA_ordNA_scaf106	1.00	0.00	1153	A
lgNA_ordNA_scaf107	lgNA_ordNA_scaf107	0.26	0.00	1960	A
