Type	Kimura	Genome_percent
LINE/Jockey-I	13	0.0217315
LINE/R1	13	0.00360208333333
LINE/LOA	13	1.5e-06
LINE/L2	13	0.0007615
LINE/CR1	13	0.00668683333333
LINE/RTE	13	0.229741916667
LINE	13	0.0133739166667
LINE/L1	13	0
LTR	13	0.00541141666667
LTR/Gypsy	13	0.06815075
LTR/Copia	13	0.00596866666667
RC/Helitron	13	0.0117064166667
DNA/Transib	13	0
DNA/TcMar	13	0.0299066666667
DNA/Sola	13	0.00165016666667
DNA/PiggyBac	13	0.000262333333333
DNA/P	13	0.00015925
DNA	13	0.0546644166667
DNA/Maverick	13	0.22990425
DNA/Kolobok	13	0.00010075
DNA/hAT	13	0.152673833333
DNA/Harbinger	13	0.00497541666667
DNA/Ginger	13	0
DNA/Academ	13	0.00353125
Other	13	0.0193460833333
SINE	14	0.0129179166667
LINE/R2	14	0.06299425
LINE/Jockey-I	14	0.0176490833333
LINE/R1	14	0.00179558333333
LINE/LOA	14	5.91666666667e-06
LINE/L2	14	0.00105541666667
LINE/CR1	14	0.00682583333333
LINE/RTE	14	0.20827925
LINE	14	0.01307275
LINE/L1	14	0
LTR	14	0.00601683333333
LTR/Gypsy	14	0.0612815833333
LTR/Copia	14	0.0045445
RC/Helitron	14	0.0159274166667
DNA/Transib	14	0
DNA/TcMar	14	0.0257936666667
DNA/Sola	14	0.00136591666667
DNA/PiggyBac	14	0.00032225
DNA/P	14	0.000232416666667
DNA	14	0.0558090833333
DNA/Maverick	14	0.261123166667
DNA/Kolobok	14	0.000444916666667
DNA/hAT	14	0.15598975
DNA/Harbinger	14	0.00458116666667
DNA/Ginger	14	0
DNA/Academ	14	0.00316575
Other	14	0.02640275
SINE	15	0.0121551666667
LINE/R2	15	0.0555235833333
LINE/Jockey-I	15	0.016802
LINE/R1	15	0.00183641666667
LINE/LOA	15	5.66666666667e-06
LINE/L2	15	0.000704833333333
LINE/CR1	15	0.00636175
LINE/RTE	15	0.188810083333
LINE	15	0.01211525
LINE/L1	15	0
LTR	15	0.00609383333333
